title,actor1,actor1_fb,actor2,actor2_fb,actor3,actor3_fb
Minority Report,Tom Cruise,10000.0,Frank Grillo,798.0,Jessica Capshaw,533.0
Harry Potter and the Chamber of Secrets,Daniel Radcliffe,11000.0,Rupert Grint,10000.0,Emma Watson,9000.0
Casino Royale,Eva Green,6000.0,Tobias Menzies,1000.0,Ivana Milicevic,834.0
Planet of the Apes,Cary-Hiroyuki Tagawa,1000.0,Estella Warren,658.0,Erick Avari,567.0
Terminator 2: Judgment Day,Joe Morton,780.0,Jenette Goldstein,604.0,S. Epatha Merkerson,539.0
Public Enemies,Johnny Depp,40000.0,Christian Bale,23000.0,Stephen Graham,1000.0
American Gangster,Denzel Washington,18000.0,Ruby Dee,782.0,RZA,561.0
True Lies,Jamie Lee Curtis,2000.0,Tia Carrere,1000.0,Tom Arnold,618.0
The Taking of Pelham 1 2 3,Denzel Washington,18000.0,Ramon Rodriguez,464.0,Michael Rispoli,385.0
Little Fockers,Robert De Niro,22000.0,Blythe Danner,713.0,Teri Polo,708.0
The Other Guys,Dwayne Johnson,12000.0,Will Ferrell,8000.0,Derek Jeter,107.0
Eraser,Vanessa Williams,1000.0,James Coburn,773.0,Roma Maffia,383.0
Django Unchained,Leonardo DiCaprio,29000.0,Christoph Waltz,11000.0,Ato Essandoh,265.0
The Hunchback of Notre Dame,Demi Moore,2000.0,Jason Alexander,700.0,Bill Fagerbakke,542.0
The Emperor's New Groove,Eartha Kitt,558.0,Wendie Malick,452.0,John Fiedler,253.0
The Expendables 2,Jason Statham,26000.0,Sylvester Stallone,13000.0,Bruce Willis,13000.0
National Treasure,Nicolas Cage,12000.0,Armando Riesco,625.0,Annie Parisse,341.0
Eragon,Djimon Hounsou,3000.0,Ed Speleers,762.0,Gary Lewis,203.0
Where the Wild Things Are,Catherine O'Hara,925.0,Ryan Corr,468.0,Max Records,279.0
Epic,Josh Hutcherson,14000.0,Emma Kenney,151.0,Troy Evans,120.0
The Tourist,Johnny Depp,40000.0,Angelina Jolie Pitt,11000.0,Rufus Sewell,3000.0
End of Days,CCH Pounder,1000.0,Mark Margolis,1000.0,Udo Kier,595.0
Blood Diamond,Leonardo DiCaprio,29000.0,Djimon Hounsou,3000.0,Stephen Collins,452.0
The Wolf of Wall Street,Leonardo DiCaprio,29000.0,Matthew McConaughey,11000.0,Jon Favreau,4000.0
Batman Forever,Michael Gough,920.0,Rene Auberjonois,710.0,Debi Mazar,680.0
Starship Troopers,Jake Busey,660.0,Patrick Muldoon,475.0,Seth Gilliam,423.0
Cloud Atlas,Tom Hanks,15000.0,Jim Sturgess,5000.0,Jim Broadbent,1000.0
Legend of the Guardians: The Owls of Ga'Hoole,Abbie Cornish,2000.0,Richard Roxburgh,653.0,Anthony LaPaglia,577.0
Catwoman,Frances Conroy,827.0,Christopher Heyerdahl,825.0,Alex Borstein,566.0
Hercules,Dwayne Johnson,12000.0,Rufus Sewell,3000.0,Ingrid Bolsø Berdal,467.0
Treasure Planet,Joseph Gordon-Levitt,23000.0,Martin Short,770.0,Michael Wincott,720.0
Land of the Lost,Will Ferrell,8000.0,Anna Friel,735.0,Bobb'e J. Thompson,526.0
The Expendables 3,Jason Statham,26000.0,Sylvester Stallone,13000.0,Harrison Ford,11000.0
Point Break,Ray Winstone,1000.0,Edgar Ramírez,897.0,Delroy Lindo,848.0
Son of the Mask,Jamie Kennedy,490.0,Traylor Howard,294.0,Ben Stein,227.0
In the Heart of the Sea,Chris Hemsworth,26000.0,Benjamin Walker,911.0,Frank Dillane,571.0
The Adventures of Pluto Nash,Rosario Dawson,3000.0,Randy Quaid,695.0,Burt Young,683.0
Green Zone,Matt Damon,13000.0,Sean Huze,537.0,Igal Naor,95.0
The Peanuts Movie,Francesca Capaldi,144.0,Venus Schultheis,42.0,Bill Melendez,36.0
The Spanish Prisoner,Ben Gazzara,623.0,Felicity Huffman,508.0,Campbell Scott,393.0
The Mummy Returns,Dwayne Johnson,12000.0,Brendan Fraser,3000.0,Patricia Velasquez,591.0
Gangs of New York,Leonardo DiCaprio,29000.0,Liam Neeson,14000.0,Jim Broadbent,1000.0
The Flowers of War,Christian Bale,23000.0,Ni Ni,196.0,Shigeo Kobayashi,28.0
Surf's Up,Jeff Bridges,12000.0,Zooey Deschanel,11000.0,Jon Heder,970.0
The Stepford Wives,Jon Lovitz,11000.0,Matthew Broderick,2000.0,Roger Bart,465.0
Black Hawk Down,Ioan Gruffudd,2000.0,Sam Shepard,820.0,Ewen Bremner,557.0
The Campaign,Will Ferrell,8000.0,Thomas Middleditch,331.0,Katherine LaNasa,329.0
The Fifth Element,Milla Jovovich,14000.0,Bruce Willis,13000.0,Gary Oldman,10000.0
Sex and the City 2,Chris Noth,962.0,Liza Minnelli,740.0,Kristin Davis,722.0
The Road to El Dorado,Frank Welker,2000.0,Rosie Perez,919.0,Elton John,442.0
Ice Age: Continental Drift,Peter Dinklage,22000.0,Josh Gad,1000.0,Drake,916.0
Cinderella,Hayley Atwell,2000.0,Derek Jacobi,520.0,Lily James,502.0
The Lovely Bones,Michael Imperioli,873.0,AJ Michalka,560.0,Tom McCarthy,310.0
Finding Nemo,Alexander Gould,1000.0,Stephen Root,939.0,Brad Garrett,799.0
The Lord of the Rings: The Return of the King,Orlando Bloom,5000.0,Billy Boyd,857.0,Bernard Hill,416.0
The Lord of the Rings: The Two Towers,Christopher Lee,16000.0,Orlando Bloom,5000.0,Billy Boyd,857.0
Seventh Son,Jeff Bridges,12000.0,Djimon Hounsou,3000.0,Olivia Williams,766.0
Lara Croft: Tomb Raider,Angelina Jolie Pitt,11000.0,Noah Taylor,509.0,Chris Barrie,240.0
Transcendence,Johnny Depp,40000.0,Morgan Freeman,11000.0,Clifton Collins Jr.,968.0
Jurassic Park III,Michael Jeter,693.0,Trevor Morgan,595.0,Alessandro Nivola,527.0
Rise of the Planet of the Apes,James Franco,11000.0,David Oyelowo,1000.0,Tyler Labine,779.0
The Spiderwick Chronicles,Martin Short,770.0,Tod Fennell,419.0,Joan Plowright,330.0
A Good Day to Die Hard,Bruce Willis,13000.0,Cole Hauser,787.0,Megalyn Echikunwoke,476.0
The Alamo,Dennis Quaid,2000.0,Marc Blucas,973.0,Jordi Mollà,877.0
The Incredibles,Holly Hunter,1000.0,Craig T. Nelson,723.0,Lou Romano,55.0
Cutthroat Island,Christopher Masterson,1000.0,Frank Langella,903.0,Matthew Modine,810.0
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,8000.0,Rosario Dawson,3000.0,Steve Coogan,1000.0
Men in Black,Will Smith,10000.0,Rip Torn,826.0,Linda Fiorentino,602.0
Toy Story 2,Tom Hanks,15000.0,John Ratzenberger,1000.0,Wayne Knight,967.0
Unstoppable,Denzel Washington,18000.0,Rosario Dawson,3000.0,Ethan Suplee,1000.0
Rush Hour 2,Mei Melançon,191.0,John Lone,165.0,Harris Yulin,141.0
What Lies Beneath,Harrison Ford,11000.0,Amber Valletta,627.0,Miranda Otto,568.0
Cloudy with a Chance of Meatballs,Will Forte,622.0,Bobb'e J. Thompson,526.0,Al Roker,56.0
Ice Age: Dawn of the Dinosaurs,Denis Leary,835.0,Maile Flanagan,256.0,Kelly Keaton,117.0
The Secret Life of Walter Mitty,Adam Scott,3000.0,Adrian Martinez,806.0,Joey Slotnick,423.0
Charlie's Angels,Bill Murray,13000.0,LL Cool J,1000.0,Kelly Lynch,466.0
The Departed,Leonardo DiCaprio,29000.0,Matt Damon,13000.0,Ray Winstone,1000.0
Mulan,Ming-Na Wen,2000.0,Harvey Fierstein,500.0,June Foray,484.0
Tropic Thunder,Robert Downey Jr.,21000.0,Steve Coogan,1000.0,Brandon T. Jackson,918.0
The Girl with the Dragon Tattoo,Robin Wright,18000.0,Goran Visnjic,1000.0,Joely Richardson,585.0
Die Hard with a Vengeance,Bruce Willis,13000.0,Aldis Hodge,559.0,Kevin Chamberlin,489.0
Sherlock Holmes,Robert Downey Jr.,21000.0,Eddie Marsan,979.0,Robert Maillet,727.0
Ben-Hur,Morgan Freeman,11000.0,Ayelet Zurer,745.0,Moises Arias,635.0
Atlantis: The Lost Empire,Leonard Nimoy,12000.0,Jim Varney,802.0,Cree Summer,503.0
Alvin and the Chipmunks: The Road Chip,Bella Thorne,35000.0,Joshua Mikel,1000.0,Jesse McCartney,1000.0
Valkyrie,Tom Cruise,10000.0,Tom Wilkinson,1000.0,Thomas Kretschmann,919.0
You Don't Mess with the Zohan,Adam Sandler,11000.0,Sayed Badreya,600.0,Kevin Nealon,503.0
Pixels,Peter Dinklage,22000.0,Adam Sandler,11000.0,Josh Gad,1000.0
A.I. Artificial Intelligence,Haley Joel Osment,3000.0,William Hurt,882.0,Kevin Sussman,681.0
The Haunted Mansion,Marsha Thomason,691.0,Rachael Harris,569.0,Marc John Jefferies,441.0
Contact,Matthew McConaughey,11000.0,Tom Skerritt,1000.0,Larry King,135.0
Hollow Man,Greg Grunberg,833.0,Kim Dickens,624.0,Joey Slotnick,423.0
The Interpreter,Curtiss Cook,591.0,George Harris,249.0,Michael Wright,249.0
Percy Jackson: Sea of Monsters,Logan Lerman,8000.0,Leven Rambin,956.0,Brandon T. Jackson,918.0
Lara Croft Tomb Raider: The Cradle of Life,Gerard Butler,18000.0,Angelina Jolie Pitt,11000.0,Djimon Hounsou,3000.0
Now You See Me 2,Daniel Radcliffe,11000.0,Morgan Freeman,11000.0,Sanaa Lathan,886.0
The Saint,Alun Armstrong,192.0,Michael Byrne,117.0,Velibor Topic,84.0
Spy Game,Brad Pitt,11000.0,Stephen Dillane,577.0,Catherine McCormack,307.0
Mission to Mars,Don Cheadle,3000.0,Connie Nielsen,933.0,Kim Delaney,281.0
Rio,Anne Hathaway,11000.0,Wanda Sykes,560.0,Will.i.am,350.0
Bicentennial Man,Robin Williams,49000.0,Oliver Platt,1000.0,John Michael Higgins,957.0
Volcano,Don Cheadle,3000.0,Anne Heche,643.0,Gaby Hoffmann,612.0
The Devil's Own,Harrison Ford,11000.0,Brad Pitt,11000.0,Natascha McElhone,2000.0
K-19: The Widowmaker,Liam Neeson,14000.0,Christian Camargo,602.0,Lex Shrapnel,123.0
Conan the Barbarian,William Smith,919.0,Mako,691.0,Sandahl Bergman,183.0
Cinderella Man,Paddy Considine,680.0,Bruce McGill,655.0,Rosemarie DeWitt,537.0
The Nutcracker in 3D,Shirley Henderson,887.0,Nathan Lane,886.0,Richard E. Grant,554.0
Seabiscuit,Jeff Bridges,12000.0,Michael Angarano,947.0,Michael O'Neill,599.0
Twister,Philip Seymour Hoffman,22000.0,Alan Ruck,946.0,Jami Gertz,848.0
Cast Away,Tom Hanks,15000.0,Paul Sanchez,410.0,Nick Searcy,272.0
Happy Feet,Robin Williams,49000.0,Hugh Jackman,20000.0,Elizabeth Daily,971.0
The Bourne Supremacy,Matt Damon,13000.0,Joan Allen,805.0,Oksana Akinshina,129.0
Air Force One,Harrison Ford,11000.0,Gary Oldman,10000.0,Dean Stockwell,936.0
Ocean's Eleven,Brad Pitt,11000.0,Bernie Mac,1000.0,Elliott Gould,471.0
The Three Musketeers,Milla Jovovich,14000.0,Logan Lerman,8000.0,Orlando Bloom,5000.0
Hotel Transylvania,Steve Buscemi,12000.0,Adam Sandler,11000.0,Jon Lovitz,11000.0
Enchanted,Jeff Bennett,283.0,Teala Dunn,142.0,Fred Tatasciore,118.0
Hannibal,Caroline Dhavernas,544.0,Scott Thompson,183.0,Hettienne Park,148.0
Safe House,Denzel Washington,18000.0,Ryan Reynolds,16000.0,Sam Shepard,820.0
102 Dalmatians,Ioan Gruffudd,2000.0,Eric Idle,795.0,Jim Carter,439.0
Tower Heist,Matthew Broderick,2000.0,Gabourey Sidibe,906.0,Judd Hirsch,535.0
The Holiday,Kate Winslet,14000.0,Rufus Sewell,3000.0,Sarah Parish,213.0
Enemy of the State,Will Smith,10000.0,Jake Busey,660.0,Lisa Bonet,619.0
It's Complicated,Meryl Streep,11000.0,Hunter Parrish,2000.0,Zoe Kazan,963.0
Ocean's Thirteen,Al Pacino,14000.0,Matt Damon,13000.0,Brad Pitt,11000.0
Open Season,Jon Favreau,4000.0,Debra Messing,650.0,Jane Krakowski,624.0
Divergent,Kate Winslet,14000.0,Theo James,5000.0,Mekhi Phifer,1000.0
Enemy at the Gates,Bob Hoskins,5000.0,Gabriel Thomson,35.0,Clemens Schick,29.0
The Rundown,Dwayne Johnson,12000.0,Rosario Dawson,3000.0,Ewen Bremner,557.0
Last Action Hero,F. Murray Abraham,670.0,Tom Noonan,442.0,Joan Plowright,330.0
Memoirs of a Geisha,Li Gong,879.0,Mako,691.0,Karl Yune,210.0
The Fast and the Furious: Tokyo Drift,Amber Stevens West,584.0,Zachery Ty Bryan,227.0,Nikki Griffin,159.0
Arthur Christmas,Jim Broadbent,1000.0,Imelda Staunton,579.0,Michael Palin,561.0
Meet Joe Black,Anthony Hopkins,12000.0,Brad Pitt,11000.0,Jake Weber,551.0
Collateral Damage,Raymond Cruz,672.0,Rick Worthy,174.0,Jsu Garcia,172.0
All That Jazz,Roy Scheider,813.0,Ben Vereen,388.0,Max Wright,87.0
Mirror Mirror,Julia Roberts,8000.0,Nathan Lane,886.0,Danny Woodburn,809.0
Scott Pilgrim vs. the World,Anna Kendrick,10000.0,Kieran Culkin,1000.0,Ellen Wong,719.0
The Core,Glenn Morshower,894.0,Tchéky Karyo,345.0,Rekha Sharma,106.0
Nutty Professor II: The Klumps,Larry Miller,611.0,Janet Jackson,592.0,Chris Elliott,571.0
Scooby-Doo,Sarah Michelle Gellar,4000.0,Linda Cardellini,2000.0,Miguel A. Núñez Jr.,271.0
Dredd,Wood Harris,409.0,Jason Cope,107.0,Rakie Ayola,20.0
Click,Adam Sandler,11000.0,Cameron Monaghan,1000.0,Julie Kavner,233.0
Creepshow,Ted Danson,875.0,Hal Holbrook,826.0,Adrienne Barbeau,602.0
Cats & Dogs: The Revenge of Kitty Galore,Jack McBrayer,975.0,Sean Hayes,760.0,Katt Williams,615.0
Jumper,Kristen Stewart,17000.0,Hayden Christensen,4000.0,Tom Hulce,521.0
Hellboy II: The Golden Army,Seth MacFarlane,3000.0,Iván Kamarás,169.0,Brian Steele,160.0
Zodiac,Robert Downey Jr.,21000.0,Jake Gyllenhaal,15000.0,Anthony Edwards,495.0
The 6th Day,Robert Duvall,3000.0,Michael Rapaport,975.0,Tony Goldwyn,956.0
Bruce Almighty,Morgan Freeman,11000.0,Steve Carell,7000.0,Lisa Ann Walter,1000.0
The Expendables,Jason Statham,26000.0,Sylvester Stallone,13000.0,Jet Li,5000.0
Mission: Impossible,Tom Cruise,10000.0,Kristin Scott Thomas,1000.0,Vanessa Redgrave,898.0
The Hunger Games,Jennifer Lawrence,34000.0,Josh Hutcherson,14000.0,Anthony Reynolds,575.0
The Hangover Part II,Bradley Cooper,14000.0,Mason Lee,670.0,Mike Tyson,461.0
Batman Returns,Michael Gough,920.0,Vincent Schiavelli,811.0,Andrew Bryniarski,390.0
Over the Hedge,Bruce Willis,13000.0,Steve Carell,7000.0,Catherine O'Hara,925.0
Lilo & Stitch,Tia Carrere,1000.0,Jason Scott Lee,533.0,David Ogden Stiers,443.0
Charlotte's Web,Steve Buscemi,12000.0,Julia Roberts,8000.0,Oprah Winfrey,852.0
Deep Impact,Morgan Freeman,11000.0,Jon Favreau,4000.0,Robert Duvall,3000.0
RED 2,Bruce Willis,13000.0,Anthony Hopkins,12000.0,Garrick Hagon,110.0
The Longest Yard,Adam Sandler,11000.0,Steve Reevis,437.0,Dalip Singh,421.0
Alvin and the Chipmunks: Chipwrecked,Amy Poehler,1000.0,Jesse McCartney,1000.0,Lauren Gottlieb,733.0
Grown Ups 2,Steve Buscemi,12000.0,Adam Sandler,11000.0,Jon Lovitz,11000.0
Get Smart,Bill Murray,13000.0,Dwayne Johnson,12000.0,Anne Hathaway,11000.0
Something's Gotta Give,Keanu Reeves,18000.0,Jon Favreau,4000.0,Paul Michael Glaser,343.0
Shutter Island,Leonardo DiCaprio,29000.0,Joseph Sikora,223.0,Nellie Sciutto,163.0
Four Christmases,Jon Favreau,4000.0,Robert Duvall,3000.0,Katy Mixon,982.0
Robots,Jim Broadbent,1000.0,Drew Carey,311.0,Paula Abdul,208.0
Face/Off,Nicolas Cage,12000.0,CCH Pounder,1000.0,Joan Allen,805.0
Bedtime Stories,Adam Sandler,11000.0,Carmen Electra,869.0,Kathryn Joosten,495.0
Road to Perdition,Tom Hanks,15000.0,Jennifer Jason Leigh,1000.0,Liam Aiken,818.0
Just Go with It,Adam Sandler,11000.0,Bailee Madison,3000.0,Kevin Nealon,503.0
Daredevil,Elden Henson,577.0,Royce Johnson,4.0,Charlie Cox,0.0
Con Air,Steve Buscemi,12000.0,Monica Potter,878.0,Dave Chappelle,744.0
Eagle Eye,Rosario Dawson,3000.0,Ethan Embry,982.0,Cameron Boyce,915.0
Cold Mountain,Philip Seymour Hoffman,22000.0,Natalie Portman,20000.0,Charlie Hunnam,16000.0
The Book of Eli,Denzel Washington,18000.0,Mila Kunis,15000.0,Gary Oldman,10000.0
Flubber,Robin Williams,49000.0,Jodi Benson,570.0,Sam Lloyd,159.0
The Haunting,Liam Neeson,14000.0,Lili Taylor,960.0,Virginia Madsen,913.0
Space Jam,Bill Murray,13000.0,Wayne Knight,967.0,Michael Jordan,366.0
The Pink Panther,Roger Rees,1000.0,Henry Czerny,177.0,William Abadie,38.0
The Day the Earth Stood Still,Keanu Reeves,18000.0,Jon Hamm,4000.0,Juan Riedinger,71.0
Conspiracy Theory,Julia Roberts,8000.0,Alex McArthur,137.0,Michael Potts,67.0
Fury,Brad Pitt,11000.0,Logan Lerman,8000.0,Jim Parrack,697.0
Six Days Seven Nights,Harrison Ford,11000.0,Anne Heche,643.0,Amy Sedaris,397.0
Yogi Bear,Justin Timberlake,3000.0,Tom Cavanagh,642.0,Josh Robert Thompson,375.0
Spirit: Stallion of the Cimarron,Matt Damon,13000.0,Charles Napier,503.0,Zahn McClarnon,495.0
Zookeeper,Rosario Dawson,3000.0,Leslie Bibb,1000.0,Nicholas Turturro,269.0
Lost in Space,Gary Oldman,10000.0,William Hurt,882.0,June Lockhart,427.0
The Manchurian Candidate,Denzel Washington,18000.0,Dorian Missick,1000.0,Jose Pablo Cantillo,502.0
Déjà Vu,Vanessa Redgrave,898.0,Stephen Dillane,577.0,Michael Brandon,87.0
Hotel Transylvania 2,Steve Buscemi,12000.0,Adam Sandler,11000.0,Fran Drescher,859.0
Bewitched,Elizabeth Montgomery,1000.0,Agnes Moorehead,960.0,Dick York,474.0
Fantasia 2000,Quincy Jones,340.0,Penn Jillette,243.0,Russi Taylor,62.0
The Time Machine,Mark Addy,891.0,Alan Young,639.0,Josh Stamberg,102.0
Mighty Joe Young,Charlize Theron,9000.0,Mika Boorem,496.0,David Paymer,372.0
Swordfish,Hugh Jackman,20000.0,Don Cheadle,3000.0,Sam Shepard,820.0
The Legend of Zorro,Michael Emerson,2000.0,Nick Chinlund,277.0,Adrian Alonso,163.0
What Dreams May Come,Robin Williams,49000.0,Annabella Sciorra,448.0,Rosalind Chao,129.0
Little Nicky,Adam Sandler,11000.0,Jon Lovitz,11000.0,Michael McKean,658.0
The Brothers Grimm,Matt Damon,13000.0,Heath Ledger,13000.0,Mackenzie Crook,871.0
Mars Attacks!,Natalie Portman,20000.0,Martin Short,770.0,Lukas Haas,733.0
Evolution,Nissim Renard,23.0,Roxane Duran,21.0,Julie-Marie Parmentier,8.0
The Edge,Anthony Hopkins,12000.0,Harold Perrineau,1000.0,Bart the Bear,904.0
Surrogates,Bruce Willis,13000.0,Devin Ratray,1000.0,Boris Kodjoe,1000.0
Thirteen Days,Bruce Greenwood,981.0,Jon Foster,274.0,Bruce Thomas,183.0
Daylight,Sylvester Stallone,13000.0,Viggo Mortensen,10000.0,Amy Brenneman,366.0
Walking with Dinosaurs 3D,Charlie Rowe,882.0,Tiya Sircar,396.0,Madison Rothschild,210.0
Battlefield Earth,Richard Tyson,743.0,Michael Byrne,117.0,John Topor,41.0
Looney Tunes: Back in Action,Brendan Fraser,3000.0,Jenna Elfman,739.0,Heather Locklear,695.0
Nine,Fergie,529.0,Elio Germano,48.0,Andrea Di Stefano,30.0
Timeline,Paul Walker,23000.0,Gerard Butler,18000.0,Ethan Embry,982.0
The Postman,Olivia Williams,766.0,Brian Anthony Wilson,674.0,Larenz Tate,582.0
Babe: Pig in the City,Adam Goldberg,1000.0,Elizabeth Daily,971.0,Glenne Headly,231.0
The Last Witch Hunter,Vin Diesel,14000.0,Joseph Gilgun,788.0,Lotte Verbeek,612.0
Red Planet,Bob Neill,2.0,Val Kilmer,0.0,Tom Sizemore,0.0
Arthur and the Invisibles,Mia Farrow,563.0,Adam LeFevre,80.0,Penny Balfour,14.0
Oceans,Pedro Armendáriz Jr.,67.0,Jacques Perrin,63.0,Rie Miyazawa,7.0
A Sound of Thunder,David Oyelowo,1000.0,Catherine McCormack,307.0,Jemima Rooper,212.0
Pompeii,Sasha Roiz,795.0,Currie Graham,172.0,Dylan Schombing,74.0
Top Cat Begins,Sariann Monaco,163.0,David Hoffman,94.0,Ben Diskin,20.0
A Beautiful Mind,Adam Goldberg,1000.0,Austin Pendleton,592.0,Judd Hirsch,535.0
The Lion King,Matthew Broderick,2000.0,Nathan Lane,886.0,Niketa Calame,847.0
Journey 2: The Mysterious Island,Josh Hutcherson,14000.0,Dwayne Johnson,12000.0,Kristin Davis,722.0
Cloudy with a Chance of Meatballs 2,Will Forte,622.0,Khamani Griffin,161.0,Melissa Sturm,18.0
Red Dragon,Philip Seymour Hoffman,22000.0,Anthony Hopkins,12000.0,Emily Watson,876.0
Hidalgo,J.K. Simmons,24000.0,Viggo Mortensen,10000.0,Peter Mensah,1000.0
Jack and Jill,Al Pacino,14000.0,Adam Sandler,11000.0,Tim Meadows,553.0
2 Fast 2 Furious,Paul Walker,23000.0,Cole Hauser,787.0,Mo Gallini,771.0
The Little Prince,Jeff Bridges,12000.0,James Franco,11000.0,Mackenzie Foy,6000.0
The Invasion,Roger Rees,1000.0,Veronica Cartwright,422.0,Jeremy Northam,327.0
The Adventures of Rocky & Bullwinkle,Robert De Niro,22000.0,Janeane Garofalo,1000.0,Jonathan Winters,924.0
The Secret Life of Pets,Steve Coogan,1000.0,Eric Stonestreet,904.0,Albert Brooks,745.0
The League of Extraordinary Gentlemen,Jason Flemyng,1000.0,Max Ryan,872.0,Tony Curran,845.0
Despicable Me 2,Steve Carell,7000.0,Miranda Cosgrove,2000.0,Steve Coogan,1000.0
Independence Day,Will Smith,10000.0,Adam Baldwin,2000.0,Mary McDonnell,933.0
The Lost World: Jurassic Park,Ariana Richards,610.0,Richard Schiff,506.0,Vanessa Lee Chester,227.0
Madagascar,Jada Pinkett Smith,851.0,Cedric the Entertainer,436.0,Andy Richter,179.0
Children of Men,Charlie Hunnam,16000.0,Danny Huston,430.0,Rita Davies,18.0
X-Men,Hugh Jackman,20000.0,Tyler Mane,764.0,Bruce Davison,505.0
Wanted,Angelina Jolie Pitt,11000.0,Morgan Freeman,11000.0,Common,988.0
The Rock,Nicolas Cage,12000.0,Michael Biehn,2000.0,Bokeem Woodbine,904.0
Ice Age: The Meltdown,Denis Leary,835.0,Ray Romano,590.0,Jay Leno,241.0
50 First Dates,Adam Sandler,11000.0,Peter Dante,427.0,Allen Covert,328.0
Hairspray,Jerry Stiller,719.0,Elijah Kelley,339.0,Paul Dooley,260.0
Exorcist: The Beginning,James D'Arcy,613.0,Alan Ford,422.0,Izabella Scorupco,394.0
Inspector Gadget,Matthew Broderick,2000.0,Rene Auberjonois,710.0,Rupert Everett,692.0
Now You See Me,Morgan Freeman,11000.0,Common,988.0,Michael Kelly,963.0
Grown Ups,Steve Buscemi,12000.0,Adam Sandler,11000.0,Salma Hayek,4000.0
The Terminal,Tom Hanks,15000.0,Chi McBride,466.0,Barry Shabaka Henley,232.0
Constantine,Harold Perrineau,1000.0,Matt Ryan,560.0,Charles Halford,218.0
Hotel for Dogs,Don Cheadle,3000.0,Kevin Dillon,576.0,Yvette Nicole Brown,446.0
Vertical Limit,Nicholas Lea,867.0,Scott Glenn,826.0,Ben Mendelsohn,748.0
Charlie Wilson's War,Philip Seymour Hoffman,22000.0,Tom Hanks,15000.0,Jud Tylor,15000.0
Shark Tale,Robert De Niro,22000.0,Martin Scorsese,17000.0,Angelina Jolie Pitt,11000.0
Dreamgirls,Loretta Devine,912.0,Jennifer Hudson,549.0,Anika Noni Rose,525.0
Life,Adam Arkin,374.0,Brent Sexton,130.0,Damian Lewis,0.0
Be Cool,Dwayne Johnson,12000.0,Christina Milian,1000.0,Debi Mazar,680.0
Munich,Ayelet Zurer,745.0,Moritz Bleibtreu,486.0,Mathieu Amalric,412.0
Tears of the Sun,Bruce Willis,13000.0,Tom Skerritt,1000.0,Cole Hauser,787.0
Killers,Tom Selleck,19000.0,Lisa Ann Walter,1000.0,Catherine O'Hara,925.0
The Man from U.N.C.L.E.,Henry Cavill,15000.0,Elizabeth Debicki,509.0,Christian Berkel,104.0
Spanglish,Adam Sandler,11000.0,Paz Vega,964.0,Sarah Steele,138.0
Monster House,Steve Buscemi,12000.0,Jon Heder,970.0,Catherine O'Hara,925.0
Bandits,Bruce Willis,13000.0,Brían F. O'Byrne,450.0,Azura Skye,193.0
First Knight,Julia Ormond,919.0,Ben Cross,303.0,John Gielgud,249.0
Anna and the King,Bai Ling,582.0,Geoffrey Palmer,103.0,Randall Duk Kim,99.0
Immortals,Henry Cavill,15000.0,Daniel Sharman,1000.0,Steve Byers,222.0
Hostage,Jimmy Bennett,87000.0,Bruce Willis,13000.0,Ransford Doherty,759.0
Titan A.E.,Matt Damon,13000.0,Janeane Garofalo,1000.0,Nathan Lane,886.0
Hollywood Homicide,Harrison Ford,11000.0,Bruce Greenwood,982.0,Lena Olin,541.0
Soldier,Connie Nielsen,933.0,Sean Pertwee,722.0,Jason Scott Lee,533.0
Carriers,Christopher Meloni,3000.0,Kiernan Shipka,552.0,Lou Taylor Pucci,394.0
Monkeybone,Brendan Fraser,3000.0,Bridget Fonda,889.0,Megan Mullally,637.0
Flight of the Phoenix,Dennis Quaid,2000.0,Tony Curran,845.0,Miranda Otto,568.0
Unbreakable,Robin Wright,18000.0,Bruce Willis,13000.0,Michael Kelly,963.0
Minions,Steve Carell,7000.0,Jon Hamm,4000.0,Steve Coogan,1000.0
Sucker Punch,Jon Hamm,4000.0,Abbie Cornish,2000.0,Scott Glenn,826.0
Snake Eyes,Nicolas Cage,12000.0,Mike Starr,854.0,John Heard,697.0
Sphere,Peter Coyote,548.0,James Pickens Jr.,270.0,Huey Lewis,215.0
